client_id,signup_date,age_band,gender,sector,employer_size,role_level,language,region,primary_theme,secondary_theme,idiosyncratic_needs,desired_coach_characteristics,wsp_directive_exploratory,wsp_structured_flexible,wsp_challenging_supportive,pers_open,pers_consc,pers_extra,pers_agree,pers_neuro,urgency,intake_narrative
K00065,2023-09-25,35-44,F,insurance_finance,small,employee,nl,Limburg,assertiviteit,,saying-no|speaking-up,style:directive|style:supportive,0.3746,0.4928,0.4552,0.4289,0.4586,0.5328,0.6177,0.5929,low,Ik heb moeite om 'nee' te zeggen en mijn mening uit te spreken op het werk – ik wil meer assertief worden zonder mijn relaties in gevaar te brengen.
K00066,2023-09-15,35-44,F,insurance_finance,large,employee,nl|en,Noord-Holland,loopbaan,communicatie,transition-planning|nonviolent-communication|difficult-conversations,want:communication|want:career_dev,0.2151,0.2688,0.6585,0.5482,0.9097,0.4384,0.4671,0.6372,med,Een loopbaanswitch staat voor de deur en ik vind het lastig om moeilijke gesprekken te voeren – ik wil leren hoe ik dit op een constructieve manier aanpak.
K00067,2023-01-07,35-44,F,zorg,large,employee,nl,Gelderland,loopbaan,balans werk/prive,transition-planning|role-conflict,want:balance|style:challenging,0.409,0.3158,0.5563,0.887,0.3617,0.6349,0.1321,0.9021,low,"Ik merk dat ik steeds vaker tegen grenzen aanlopen tussen mijn werk in de zorg en mijn privéleven, en ik wil beter begrijpen hoe ik deze twee werelden beter kan balanceren zonder mijn rol op te geven."
K00068,2023-10-12,25-34,M,zorg,medium,employee,nl,Zuid-Holland,zelfvertrouwen,persoonlijk leiderschap,self-worth|limiting-beliefs|speaking-up|imposter-feelings,want:assertiveness|style:supportive,0.0651,0.1166,0.2757,0.6476,0.9179,0.4691,0.5302,0.4188,high,"Ik voel me regelmatig onzeker over mijn capaciteiten in de zorg, ondanks dat ik goed presteer, en ik wil mijn zelfvertrouwen sterker maken zodat ik durf op te staan voor mijn ideeën."
K00069,2023-05-08,25-34,M,professional_services,medium,manager,nl,Noord-Holland,loslaten,,control-release|acceptance|rumination-reduction,want:emotion_reg,0.2629,0.7515,0.5711,0.0369,0.1427,0.5147,0.6891,0.4258,low,"Als manager merk ik dat ik veel energie verspil aan dingen die ik niet kan veranderen, en ik wil leren om los te laten en meer rust te vinden in wat ik wel kan beïnvloeden."
K00070,2023-03-13,55-64,M,tech,small,employee,nl,Gelderland,stress,,recovery-routines|boundary-setting|workload-negotiation,want:stress_resilience|style:structured,0.5005,0.845,0.7173,0.3028,0.3543,0.9072,0.0703,0.4187,low,"Na jaren in de tech-sector begin ik uit te putten van de werkdruk, en ik zoek manieren om duidelijke grenzen in te stellen zodat ik mijn energie terug krijg."
K00071,2023-04-22,55-64,F,zorg,large,employee,nl|other,Flevoland,balans werk/prive,zelfonderzoek,imposter-feelings|perfectionism|reflection-habits|energy-management,style:challenging|style:experienced,0.5665,0.6283,0.7327,0.6623,0.5706,0.1053,0.4478,0.6589,low,"Ik ben in de zorg lange tijd volledig voor anderen in touw, en nu wil ik ontdekken wie ik ben buiten mijn werk en hoe ik beter voor mijzelf kan zorgen zonder schuld."
K00072,2023-08-08,35-44,F,insurance_finance,medium,manager,nl,Groningen,stress,,workload-negotiation|saying-no|boundary-setting,want:assertiveness|style:experienced,0.7967,0.415,0.5211,0.206,0.2878,0.5093,0.4124,0.2218,med,"Als manager in financiële diensten zit ik constant overbelast met verwachtingen, en ik wil concrete vaardigheden leren om nee te zeggen en mijn werkload werkelijk aan te passen."
K00073,2023-09-10,45-54,F,zorg,small,director,nl,Noord-Brabant,zelfonderzoek,,identity-clarity|imposter-feelings|emotion-awareness,want:career_dev|style:same-sector,0.5783,0.7769,0.4557,0.6894,0.5907,0.5073,0.2959,0.3695,high,"In mijn rol als directeur in de zorg voel ik een groot gat tussen wie ik ben en wie ik moet zijn, wat me behoorlijk onzeker maakt, en ik wil daar nu echt helderheid in krijgen."
K00074,2023-06-11,55-64,M,zorg,small,employee,nl,Noord-Holland,stress,zelfonderzoek,values-mapping|limiting-beliefs,want:self_insight|want:confidence,0.3517,0.8916,0.7565,0.228,0.7181,0.6228,0.7417,0.367,low,"Mijn stress in de zorg zit dieper dan alleen werkdruk, en ik wil onderzoeken welke waarden en overtuigingen hierachter zitten zodat ik structureel iets kan veranderen."
K00075,2023-07-19,45-54,F,professional_services,medium,employee,nl,Groningen,persoonlijk leiderschap,stress,saying-no|boundary-setting,want:assertiveness|style:structured|style:same-sector,0.2689,0.385,0.6849,0.2474,0.18,0.2123,0.7523,0.2746,med,"Ik merk dat mijn leiderschap onder druk lijdt omdat ik moeite heb grenzen te stellen, en ik wil leren om nee te zeggen zonder me schuldig te voelen zodat ik beter kan presteren."
K00076,2023-09-08,45-54,M,public,small,employee,nl,Noord-Holland,loopbaan,stress,values-mapping|identity-clarity,style:flexible|style:supportive,0.7865,0.4512,0.1075,0.0888,0.5275,0.8933,0.6467,0.177,med,"De stress in mijn huidige loopbaan in de publieke sector groeit, en ik begin af te vragen of dit werk nog aansluit bij wie ik eigenlijk ben en wat mij echt drijft."
K00077,2023-07-17,35-44,M,public,medium,employee,nl|en,Noord-Brabant,zelfvertrouwen,loopbaan,career-switch|values-mapping|identity-clarity,want:career_dev,0.1655,0.3082,0.336,0.6537,0.3278,0.4583,0.3062,0.5951,med,"Ik twijfel steeds vaker aan mijn keuze voor de publieke sector en voel me onzeker over een mogelijk carrièreswitch, dus ik wil helder krijgen wat ik echt wil en hoe ik dat kan bereiken."
K00078,2023-01-14,25-34,F,professional_services,medium,employee,nl|en,Limburg,persoonlijk leiderschap,zelfvertrouwen,energy-management|imposter-feelings,style:challenging|want:balance|want:confidence,0.5367,0.3004,0.9433,0.3895,0.2434,0.7918,0.5723,0.6049,low,"Ondanks goede resultaten in mijn rol in professional services voel ik me onzeker en uitgeput, en ik wil begrijpen wat mij werkelijk motiveert en hoe ik duurzamer kan werken."
K00079,2023-09-19,45-54,F,public,medium,employee,nl,Zuid-Holland,leiderschap,zelfonderzoek,reflection-habits|alignment|values-mapping,want:collaboration|style:supportive,0.4639,0.2688,0.2396,0.3123,0.5658,0.0558,0.5176,0.472,med,"Als medewerker in de publieke sector wil ik beter nadenken over mijn waarden en of mijn huidige rol daar werkelijk bij aansluit, zodat ik meer gericht kan leiden."
K00080,2023-04-06,55-64,M,insurance_finance,medium,employee,nl,Noord-Holland,communicatie,stress,boundary-setting|calming-techniques,style:experienced|want:assertiveness,0.6016,0.5339,0.1471,0.5151,0.8227,0.7736,0.396,0.1637,med,"In de financiële sector loop ik tegen veel stress op door communicatieconflicten, en ik wil leren hoe ik rustig grenzen kan stellen in moeilijke gesprekken."
K00081,2023-09-12,35-44,M,zorg,large,manager,nl,Noord-Holland,loopbaan,persoonlijk leiderschap,value-alignment|transition-planning|identity-clarity,style:flexible|want:self_insight|style:supportive,0.8453,0.5992,0.3646,0.3042,0.3422,0.6093,0.788,0.1896,med,"Als manager in de zorg voel ik dat mijn huidige rol niet volledig aansluit bij wie ik ben, en ik wil helder krijgen wat mijn volgende stap zou kunnen zijn en hoe ik daar naartoe kom."
K00082,2023-07-12,45-54,M,professional_services,large,employee,nl,Noord-Brabant,persoonlijk leiderschap,,energy-management|ownership-taking|value-alignment|decision-making,want:leadership_dev|want:balance,0.6609,0.7466,0.579,0.6416,0.5532,0.9365,0.2151,0.5357,med,"In professional services merk ik dat ik veel energie verlies aan dingen waar ik geen eigenaarschap over voel, en ik wil leren om bewuster keuzes te maken die beter bij mij passen."
K00083,2023-09-01,45-54,F,insurance_finance,medium,manager,nl,Flevoland,balans werk/prive,zelfvertrouwen,limiting-beliefs|self-worth|imposter-feelings,style:flexible|want:confidence,0.4434,0.37,0.4507,0.4137,0.7966,0.2281,0.2653,0.4266,med,"Als manager ben ik voortdurend aan het twijfelen of ik wel goed genoeg ben, wat mijn balans tussen werk en privé verstoort, en ik wil dit zelfvertrouwen nu echt opbouwen."
K00084,2023-11-08,25-34,M,professional_services,medium,employee,nl,Gelderland,communicatie,,nonviolent-communication|feedback-skills|difficult-conversations|listening,want:communication,0.1394,0.6493,0.2619,0.562,0.1083,0.8826,0.1413,0.4054,low,"Ik merk dat moeilijke gesprekken in professional services mijn relaties belasten, en ik wil beter leren communiceren zodat ik mijn punten kan maken zonder schade aan te richten."
K00085,2023-09-02,25-34,F,zorg,large,employee,nl|en,Noord-Holland,balans werk/prive,assertiviteit,role-conflict|recovery-routines|time-management,want:balance|style:challenging,0.2017,0.2449,0.2578,0.5789,0.2197,0.8114,0.6704,0.1611,low,"In de zorg loop ik tegen veel rolconflicten aan wat mijn privéleven verstoort, en ik wil assertiever worden zodat ik beter voor mijn grenzen kan opkomen."
K00086,2023-03-12,35-44,F,transport_logistics,large,employee,nl,Limburg,loopbaan,zelfvertrouwen,transition-planning|limiting-beliefs,style:directive|want:confidence,0.4365,0.3365,0.5486,0.5464,0.1447,0.8285,0.6199,0.3522,med,"Ik twijfel aan een loopbaanswitch in transport & logistics omdat ik zelf niet zeker ben of ik het aankan, dus ik wil mijn beperkende gedachten aanpakken en een solide plan maken."
K00087,2023-01-17,35-44,M,professional_services,large,employee,nl,Zuid-Holland,stress,,saying-no|workload-negotiation|boundary-setting,want:stress_resilience|style:same-sector,0.1914,0.5639,0.5495,0.0905,0.0935,0.9306,0.769,0.328,low,"Ik merk dat ik steeds meer werk aangeboden krijg en moeite heb om nee te zeggen, waardoor de druk oploopt. Ik wil leren hoe ik mijn grenzen beter kan stellen en mijn werkbelasting kan bespreken met mijn leidinggevende."
K00088,2023-06-14,35-44,F,professional_services,medium,director,nl|en,Noord-Holland,loopbaan,zelfonderzoek,value-alignment|emotion-awareness|direction-clarity,want:emotion_reg|style:supportive,0.5813,0.8126,0.8671,0.7999,0.662,0.4638,0.4555,0.2766,low,"Na jaren in hetzelfde directeursschap wil ik echt uitzoeken wat mij nog motiveert en waar mijn waarden liggen. Het voelt tijd om bewuster te kiezen wat ik wil, in plaats van op automatische piloot verder te gaan."
K00089,2023-10-06,35-44,F,zorg,large,director,nl,Noord-Holland,persoonlijk leiderschap,stress,workload-negotiation|decision-making|boundary-setting,want:assertiveness|style:experienced,0.8996,0.3084,0.3049,0.2575,0.4055,0.4946,0.0633,0.2586,med,Als directeur in de zorg voel ik dat ik tussen alle verwachtingen en de werkdruk mezelf kwijt ben. Ik wil weer grip krijgen op mijn energie en beter kunnen bepalen wat ik wel en niet aankan.
K00090,2023-09-11,55-64,F,transport_logistics,small,employee,nl|en,Zuid-Holland,leiderschap,zelfvertrouwen,first-time-manager|speaking-up|alignment|delegation,want:collaboration|want:leadership_dev|want:confidence,0.8514,0.435,0.6078,0.783,0.7908,0.281,0.8575,0.327,low,"Ik sta op het punt mijn eerste managementfunctie aan te nemen, maar ik twijfel of ik dit wel kan en durf. Ik wil meer zelfvertrouwen opbouwen en leren hoe ik mijn stem kan laten horen in een leidinggevende rol."
K00091,2023-07-05,25-34,F,public,large,employee,nl,Noord-Brabant,leiderschap,,decision-making|first-time-manager,want:leadership_dev,0.344,0.8567,0.3221,0.3162,0.1744,0.4197,0.7364,0.5784,med,Ik ben bevorderd naar een eerste leidinggevende rol in de publieke sector en weet niet goed hoe ik belangrijke beslissingen moet nemen. Ik wil snel leren hoe ik dit managementschap goed aanpak.
K00092,2023-01-04,35-44,F,zorg,large,employee,nl,Noord-Brabant,stress,zelfonderzoek,identity-clarity|emotion-awareness,want:career_dev|want:self_insight,0.8764,0.3787,0.2018,0.7303,0.7289,0.3489,0.7112,0.1893,low,Ik voel me uitgeput in mijn zorgfunctie en besef dat ik niet goed weet wie ik eigenlijk ben buiten mijn werk. Ik wil onderzoeken wat mij echt drijft en hoe ik beter voor mezelf kan zorgen.
K00093,2023-05-19,35-44,F,insurance_finance,medium,manager,nl,Noord-Holland,zelfonderzoek,stress,perfectionism|boundary-setting|pattern-awareness,want:self_insight|want:assertiveness,0.3193,0.7567,0.3079,0.3782,0.2351,0.7705,0.9525,0.4013,med,Ik merk dat mijn perfectionism en het stellen van grenzen mij onder druk zetten als manager. Ik wil inzien welke patronen mij tegenhouden en hoe ik meer ontspannen kan werken.
K00094,2023-03-21,55-64,F,tech,medium,employee,nl,Utrecht,persoonlijk leiderschap,loopbaan,decision-making|energy-management|value-alignment,style:structured|want:balance,0.9392,0.0831,0.7952,0.322,0.6845,0.319,0.2002,0.4679,low,In mijn techfunctie besef ik dat ik energetisch leeg loop en niet meer weet wat ik eigenlijk wil met mijn carrière. Ik wil mijn waarden helder krijgen en een bewuste keuze maken voor de volgende stap.
K00095,2023-01-02,25-34,F,tech,large,employee,nl,Noord-Brabant,stress,,calming-techniques|workload-negotiation,want:emotion_reg|style:same-sector|style:challenging,0.6552,0.4204,0.8591,0.4806,0.5861,0.6812,0.3305,0.7352,med,De stress in mijn techbaan wordt me te veel en ik voel me constant onder druk staan. Ik wil hulp om mijn werkbelasting te verminderen en beter om te gaan met de spanning.
K00096,2023-06-24,35-44,M,professional_services,large,manager,nl|en,Noord-Brabant,stress,samenwerken,team-roles|workload-negotiation|trust-building,style:directive|want:stress_resilience,0.393,0.4834,0.4666,0.6527,0.2308,0.9792,0.3152,0.2769,low,In mijn team voelt de samenwerking gespannen en wil ik begrijpen hoe we beter kunnen werken samen. Ik wil de werkdruk beter verdelen en vertrouwen opbouwen met mijn teamleden.
K00097,2023-06-23,35-44,M,public,small,employee,nl|other,Zuid-Holland,zelfvertrouwen,stress,boundary-setting|perfectionism|limiting-beliefs,want:stress_resilience|style:supportive,0.8703,0.485,0.6911,0.3779,0.1624,0.7016,0.8869,0.3746,high,Ik ben mijn vertrouwen verloren doordat ik mezelf voortdurend afkraken en alles perfectie moet zijn. Dit begint mijn gezondheid en prestaties te beïnvloeden en ik wil daar nu echt wat aan doen.
K00098,2023-09-24,25-34,M,insurance_finance,large,employee,nl|en,Zuid-Holland,persoonlijk leiderschap,stress,self-direction|perfectionism,want:self_insight,0.7925,0.5807,0.6897,0.7028,0.5259,0.4243,0.1977,0.7235,med,"Ik zit als jongere manager in een voortdurende spanning: veel verwachtingen van buiten, hoge eisen van mezelf. Ik wil leren zelfstandig te werken en mijn perfectionisme los te laten."
K00099,2023-12-24,25-34,F,insurance_finance,small,manager,nl,Noord-Brabant,loopbaan,persoonlijk leiderschap,value-alignment|values-mapping|identity-clarity|decision-making,style:supportive|style:experienced,0.4566,0.1415,0.4072,0.4355,0.7207,0.287,0.1871,0.5229,med,"Als jonge manager voel ik dat ik niet goed aansluit bij mijn rol en organisatie, maar ik weet niet wat wél voor mij voelt. Ik wil mijn waarden en identiteit helder krijgen om beter te kunnen kiezen."
K00100,2023-02-24,45-54,F,zorg,medium,employee,nl|en,Utrecht,stress,loopbaan,values-mapping|workload-negotiation|calming-techniques|career-switch,want:career_dev|want:self_insight,0.2517,0.6932,0.325,0.6014,0.0962,0.3611,0.4188,0.204,med,Na twintig jaar in de zorg ben ik uitgebrand en twijfel ik of dit nog mijn plek is. Ik wil mijn waarden onderzoeken en serieus nadenken over een carrièreswitch.
K00101,2023-11-26,35-44,F,zorg,large,manager,nl|en,Zuid-Holland,loopbaan,,transition-planning|direction-clarity|career-switch|identity-clarity,want:career_dev|want:self_insight,0.7366,0.1945,0.3376,0.322,0.2998,0.5455,0.527,0.3044,med,"Als manager in de zorg voel ik dat ik op een kruispunt sta en wil graag iets anders, maar ik weet niet goed wat. Ik wil mijn loopbaan helder krijgen en concrete stappen zetten voor verandering."
K00102,2023-09-12,35-44,M,public,large,manager,nl,Noord-Brabant,communicatie,persoonlijk leiderschap,ownership-taking|energy-management,want:balance|style:directive,0.4391,0.6328,0.6688,0.4975,0.1804,0.2176,0.8901,0.2948,high,In mijn rol als manager in de publieke sector merk ik dat ik veel energie verlies aan dingen die ik niet kan controleren. Ik wil meer eigenaarschap nemen en beter voor mezelf zorgen.
K00103,2023-08-03,45-54,F,tech,large,manager,nl,Zuid-Holland,communicatie,leiderschap,nonviolent-communication|decision-making,want:leadership_dev|want:communication|style:experienced,0.3026,0.5384,0.4756,0.5005,0.3419,0.4456,0.664,0.7152,med,Als manager in tech loop ik vast in communicatieproblemen met mijn team en weet niet hoe ik constructief kan omgaan met lastige gesprekken. Ik wil leren beter met conflicten om te gaan.
K00104,2023-03-22,35-44,F,zorg,medium,employee,nl,Utrecht,communicatie,,nonviolent-communication|feedback-skills,want:communication,0.0441,0.1628,0.9936,0.453,0.5549,0.499,0.3859,0.3397,med,In mijn zorgwerk merk ik dat ik moeite heb met het geven van feedback en het voeren van moeilijke gesprekken. Ik wil leren hoe ik respectvol kan communiceren en feedback kan geven.
K00105,2023-01-01,35-44,F,transport_logistics,medium,employee,nl,Noord-Holland,balans werk/prive,leiderschap,first-time-manager|boundary-setting|time-management|alignment,style:supportive|want:assertiveness,0.4826,0.8523,0.2414,0.3046,0.7513,0.8344,0.579,0.2958,high,Ik word bevorderd naar een eerste leidinggevende rol en weet dat dit mijn werk-privébalans onder druk zet. Ik wil nu al leren hoe ik grenzen stel en mijn tijd goed inplan als manager.
