trajectory_id,client_id,coach_id,start_date,n_sessions,completed,dropout_reason,satisfaction_1_10,goal_achievement_1_10,evaluation_completed,rematch_requested,evaluation_comment
T00163,K00568,C0108,2023-05-15,19,True,,6.0,7.0,True,False,Succesvol afgerond met goede balans tussen doelrealisatie en tevredenheid; een positieve afsluiting van het traject.
T00164,K00336,C0096,2023-05-17,3,False,other,6.0,10.0,True,False,Traject niet afgerond ondanks uitstekende doelrealisatie; externe omstandigheden hebben vervolgstappen bemoeilijkt.
T00165,K00495,C0007,2023-05-17,10,True,,,,False,False,
T00166,K00167,C0092,2023-05-21,10,True,,4.0,6.0,True,True,"Afgerond, maar met beperkte tevredenheid en matige doelrealisatie; meer betrokkenheid en maatwerk hadden het resultaat kunnen verbeteren."
T00167,K00418,C0103,2023-05-22,5,True,,6.0,8.0,True,False,Goed afgerond met sterke doelrealisatie en redelijke tevredenheid; deelnemer heeft duidelijke vooruitgang geboekt.
T00168,K00155,C0106,2023-05-22,9,True,,,,False,True,
T00169,K00640,C0072,2023-05-22,9,True,,,,False,False,
T00170,K00580,C0005,2023-05-22,6,True,,6.0,8.0,True,False,Succesvol afgerond met goede doelrealisatie en tevredenheid; een waardevol traject met concrete resultaten.
T00171,K00396,C0039,2023-05-22,3,False,disappeared,,,False,False,
T00172,K00484,C0114,2023-05-23,8,True,,6.0,9.0,True,False,Uitstekend afgerond met zeer sterke doelrealisatie en solide tevredenheid; deelnemer heeft aanzienlijke voortgang bereikt.
T00173,K00175,C0060,2023-05-23,11,True,,6.0,9.0,True,False,Uitstekend afgerond met zeer sterke doelrealisatie en solide tevredenheid; deelnemer heeft aanzienlijke voortgang bereikt.
T00174,K00287,C0073,2023-05-24,5,True,,9.0,9.0,True,False,Excellent afgerond met uitstekende scores op beide dimensies; een voorbeeldig traject met zeer tevreden deelnemer en maximale doelrealisatie.
T00175,K00431,C0021,2023-05-24,4,False,external-coach,3.0,4.0,True,True,Traject voortijdig beëindigd wegens wisselingen in coachingteam; lage tevredenheid en minimale doelrealisatie duiden op onvoldoende afstemming.
T00176,K00637,C0017,2023-05-26,2,False,disappeared,6.0,6.0,True,False,Traject voortijdig beëindigd doordat deelnemer verdween; ondanks redelijke doelrealisatie kon het traject niet naar behoren worden afgerond.
T00177,K00313,C0025,2023-05-27,10,True,,6.0,9.0,True,True,Succesvol afgerond met zeer sterke doelrealisatie en goede tevredenheid; deelnemer heeft duidelijke resultaten geboekt.
T00178,K00355,C0055,2023-05-27,8,True,,5.0,8.0,True,False,"Goed afgerond met sterke doelrealisatie, hoewel tevredenheid gemiddeld blijft; de inhoudelijke voortgang is duidelijk waarneembaar."
T00179,K00505,C0072,2023-06-01,6,True,,,,False,True,
T00180,K00023,C0106,2023-06-01,12,True,,8.0,9.0,True,False,Excellent afgerond met zeer sterke doelrealisatie en hoge tevredenheid; een succesvol traject met tevreden deelnemer.
T00181,K00587,C0025,2023-06-02,3,False,no-longer-wanted,4.0,7.0,True,True,Traject voortijdig beëindigd op verzoek van deelnemer; ondanks redelijke doelrealisatie is verdere begeleiding niet langer gewenst.
T00182,K00464,C0067,2023-06-02,7,True,,4.0,5.0,True,True,"Afgerond, maar met beperkte tevredenheid en matige doelrealisatie; het traject heeft niet optimaal aangeslagen voor deze deelnemer."
T00183,K00651,C0030,2023-06-03,5,True,,4.0,5.0,True,False,"Het traject is afgerond, maar de tevredenheid bleef beperkt en de doelrealisatie kon sterker zijn; aandachtspunten voor verbetering waren duidelijk aanwezig."
T00184,K00577,C0059,2023-06-03,2,False,disappeared,6.0,8.0,True,False,Ondanks redelijke doelrealisatie is het traject voortijdig beëindigd doordat de deelnemer niet meer bereikbaar was; jammer van het potentieel dat onbenut bleef.
T00185,K00278,C0076,2023-06-03,2,False,disappeared,,,False,False,
T00186,K00430,C0088,2023-06-06,3,True,,5.0,3.0,True,False,"Het traject is afgerond, maar zowel tevredenheid als doelrealisatie bleven onder verwachting; de inzet en resultaten kwamen niet overeen."
T00187,K00510,C0081,2023-06-08,7,True,,,,False,False,
T00188,K00198,C0020,2023-06-08,15,True,,,,False,True,
T00189,K00593,C0015,2023-06-08,2,False,external-coach,4.0,6.0,True,True,Het traject is voortijdig gestopt vanwege overstap naar externe coach; binnen de gegeven periode werd gedeeltelijk voortgang geboekt.
T00190,K00314,C0068,2023-06-10,8,True,,6.0,9.0,True,False,Sterke doelrealisatie (9/10) met solide tevredenheid; een geslaagd traject met duidelijke resultaten.
T00191,K00074,C0060,2023-06-11,5,True,,6.0,6.0,True,False,Het traject is succesvol afgerond met evenwichtige tevredenheid en doelrealisatie; consistent prestatie op beide dimensies.
T00192,K00088,C0068,2023-06-14,11,True,,5.0,9.0,True,False,Opvallend sterke doelrealisatie (9/10) ondanks matige tevredenheid; de concrete resultaten spreken voor zich.
T00193,K00413,C0108,2023-06-14,11,True,,8.0,7.0,True,False,Een goed afgerond traject met goede tevredenheid en solide doelrealisatie; prettig verloop met positieve uitkomsten.
T00194,K00472,C0025,2023-06-14,9,True,,5.0,7.0,True,True,"Het traject is afgerond met redelijke doelrealisatie; tevredenheid was matig, maar progressie werd geboekt."
T00195,K00647,C0063,2023-06-15,4,True,,4.0,6.0,True,True,"Het traject is afgerond, maar zowel tevredenheid als doelrealisatie bleven onder gemiddeld; meer structuur en betrokkenheid hadden geholpen."
T00196,K00635,C0034,2023-06-15,15,True,,7.0,10.0,True,False,Uitstekende doelrealisatie (10/10) met goede tevredenheid; een van de sterkste trajecten met volledige doelbereik.
T00197,K00232,C0054,2023-06-17,7,True,,5.0,7.0,True,True,"Het traject is afgerond met redelijke doelrealisatie; tevredenheid was matig, maar de voortgang was merkbaar."
T00198,K00541,C0082,2023-06-18,4,True,,5.0,6.0,True,False,Het traject is afgerond met bescheiden resultaten; tevredenheid en doelrealisatie waren beide middelmatig.
T00199,K00479,C0035,2023-06-19,6,True,,2.0,3.0,True,True,"Het traject is afgerond, maar bood helaas weinig waarde; zowel tevredenheid als doelrealisatie waren zeer laag en een herbezinning is gewenst."
T00200,K00225,C0097,2023-06-20,5,True,,,,False,True,
T00201,K00342,C0031,2023-06-22,3,False,external-coach,3.0,7.0,True,True,"Het traject is voortijdig beëindigd vanwege overstap naar externe coach; doelrealisatie was redelijk, maar tevredenheid bleef achter."
T00202,K00437,C0095,2023-06-22,5,True,,6.0,9.0,True,False,Sterk afgerond traject met goede tevredenheid en uitstekende doelrealisatie (9/10); duidelijk merkbare vooruitgang.
T00203,K00618,C0004,2023-06-23,4,True,,7.0,8.0,True,False,Een goed afgerond traject met goede tevredenheid en solide doelrealisatie; consistente voortgang en tevredenheid.
T00204,K00113,C0114,2023-06-23,10,True,,,,False,False,
T00205,K00096,C0102,2023-06-24,11,True,,6.0,6.0,True,False,Het traject is succesvol afgerond met evenwichtige tevredenheid en doelrealisatie op middelmatig niveau.
T00206,K00034,C0094,2023-06-25,4,False,disappeared,,,False,False,
T00207,K00150,C0073,2023-06-26,2,False,no-longer-wanted,6.0,8.0,True,False,Het traject is voortijdig beëindigd op verzoek van de deelnemer; ondanks redelijke doelrealisatie werd niet doorgegaan.
T00208,K00477,C0092,2023-07-03,12,True,,7.0,7.0,True,False,Een solide afgerond traject met goede tevredenheid en doelrealisatie; prettig en effectief verloop.
T00209,K00257,C0107,2023-07-04,5,True,,7.0,9.0,True,False,"Goed traject met sterke doelrealisatie; de coachee heeft zich goed ingezet en veel bereikt, hoewel de tevredenheid nog wat ruimte voor verbetering bood."
T00210,K00091,C0090,2023-07-05,5,True,,6.0,8.0,True,False,"Solide doelrealisatie met goede voortgang; de tevredenheid was matig, mogelijk door hoge verwachtingen of specifieke aandachtspunten in de aanpak."
T00211,K00406,C0100,2023-07-06,11,True,,5.0,7.0,True,False,"De coachee heeft redelijke voortgang geboekt, maar tevredenheid en doelrealisatie bleven beide onder verwachting; meer afstemming had waarschijnlijk geholpen."
T00212,K00248,C0006,2023-07-07,12,True,,7.0,10.0,True,False,Excellent resultaat: alle doelen volledig behaald met goede begeleiding; een zeer succesvolle afsluiting van het traject.
T00213,K00548,C0006,2023-07-08,7,True,,,,False,False,
T00214,K00218,C0067,2023-07-08,2,False,no-longer-wanted,,,False,False,
T00215,K00296,C0116,2023-07-10,8,True,,5.0,5.0,True,False,"Dit traject heeft niet optimaal uitgepakt; zowel tevredenheid als doelrealisatie waren laag, wat duidt op onvoldoende aansluiting of commitment."
T00216,K00633,C0002,2023-07-10,4,True,,5.0,7.0,True,False,Matige tevredenheid ondanks redelijke doelrealisatie; de coachee lijkt niet volledig tevreden geweest met het proces of de aanpak.
T00217,K00082,C0013,2023-07-12,12,True,,8.0,9.0,True,False,Sterk traject met hoge tevredenheid en uitstekende doelrealisatie; de coachee was goed gemotiveerd en heeft veel bereikt.
T00218,K00376,C0105,2023-07-14,12,True,,7.0,9.0,True,False,Goed afgerond traject met sterke doelrealisatie en positieve feedback; de coachee is tevreden en heeft concrete resultaten geboekt.
T00219,K00063,C0071,2023-07-15,3,False,disappeared,2.0,4.0,True,True,"Jammer dat dit traject voortijdig is beëindigd; de coachee is niet aan het vervolgproces deelgenomen, waardoor de potentiële voortgang niet kon worden gerealiseerd."
T00220,K00631,C0060,2023-07-15,12,True,,7.0,7.0,True,False,Degelijk afgerond traject met gelijkmatige scores; de coachee en trainer waren beide redelijk tevreden met de bereikte doelen.
T00221,K00044,C0039,2023-07-15,8,True,,7.0,10.0,True,False,Uitstekend traject: alle doelen perfect behaald en tevredenheid goed; een voorbeeldige afsluiting met concrete resultaten.
T00222,K00300,C0031,2023-07-17,6,True,,5.0,6.0,True,False,Matige tevredenheid bij redelijke doelrealisatie; het traject had baat gehad bij meer aandacht voor de ervaringskant van de coachee.
T00223,K00281,C0073,2023-07-17,5,True,,6.0,9.0,True,False,"Sterke doelrealisatie ondanks gematigde tevredenheid; de coachee heeft veel bereikt, hoewel het proces niet helemaal naar wens verliep."
T00224,K00075,C0094,2023-07-19,6,True,,4.0,6.0,True,False,"Laag scorend traject op tevredenheid; hoewel enkele doelen zijn behaald, was de algehele ervaring onvoldoende voor de coachee."
T00225,K00379,C0040,2023-07-20,9,True,,3.0,7.0,True,False,Opvallende discrepantie: ondanks lage tevredenheid is een redelijk deel van de doelen bereikt; de coachee was niet tevreden over de weg erheen.
T00226,K00426,C0119,2023-07-22,3,False,no-longer-wanted,5.0,8.0,True,False,"Het traject is voortijdig beëindigd op verzoek van de coachee; hoewel doelen in zicht waren, heeft verdere samenwerking niet plaatsgevonden."
T00227,K00380,C0120,2023-07-23,4,True,,6.0,6.0,True,False,"Neutraal traject met gelijkmatige, redelijke scores; beide partijen waren matig tevreden en doelen zijn matig gerealiseerd."
T00228,K00542,C0103,2023-07-24,8,True,,6.0,7.0,True,False,Redelijk afgerond traject met gelijkmatige voortgang; de coachee en trainer hebben samen een acceptabel resultaat bereikt.
T00229,K00293,C0084,2023-07-25,2,False,disappeared,6.0,6.0,True,False,Jammer dat deze coachee voortijdig is uitgevallen; ondanks redelijke doelrealisatie is het traject niet afgerond en is verdere begeleiding niet plaatsgevonden.
T00230,K00002,C0024,2023-07-27,13,True,,6.0,7.0,True,False,Goed afgerond traject met redelijke tevredenheid en doelrealisatie; een solide afsluiting met behaalde resultaten.
T00231,K00138,C0111,2023-08-03,2,False,no-longer-wanted,,,False,True,
T00232,K00221,C0113,2023-08-05,5,True,,3.0,5.0,True,True,"Het traject is afgerond, maar zowel tevredenheid als doelrealisatie bleven achter bij de verwachtingen. Verdere afstemming op persoonlijke behoeften zou in toekomstige trajecten waardevol zijn."
T00233,K00062,C0045,2023-08-07,7,True,,8.0,8.0,True,False,Uitstekend traject met sterke doelrealisatie en hoge tevredenheid. De coachee heeft goed gebruik gemaakt van de begeleiding en concrete resultaten bereikt.
T00234,K00072,C0088,2023-08-08,7,True,,,,False,True,
T00235,K00061,C0114,2023-08-08,7,True,,6.0,8.0,True,False,"Goed resultaat met sterke doelrealisatie ondanks matige tevredenheid. De doelstellingen zijn duidelijk behaald, wat duidt op effectieve begeleiding."
T00236,K00644,C0024,2023-08-08,2,False,no-longer-wanted,5.0,8.0,True,False,"Het traject is voortijdig beëindigd op verzoek van de coachee, hoewel de doelrealisatie aanvankelijk op koers lag. De afstemming van verwachtingen had beter kunnen gebeuren."
T00237,K00608,C0063,2023-08-09,5,True,,6.0,7.0,True,False,Solide traject met goede doelrealisatie en redelijke tevredenheid. De coachee heeft nuttige stappen gezet in de gewenste richting.
T00238,K00375,C0110,2023-08-10,14,True,,7.0,4.0,True,False,Gemengde resultaten: ondanks redelijke tevredenheid bleef de doelrealisatie aanzienlijk achter. Meer focus op concrete doelstellingen zou helpen.
T00239,K00322,C0117,2023-08-11,2,False,other,,,False,False,
T00240,K00182,C0082,2023-08-12,12,True,,,,False,False,
T00241,K00064,C0084,2023-08-14,17,True,,6.0,7.0,True,False,Bevredigend traject met goed evenwicht tussen tevredenheid en doelrealisatie. De coachee heeft vooruitgang geboekt op de gestelde doelen.
T00242,K00361,C0114,2023-08-15,11,True,,4.0,8.0,True,False,"De doelrealisatie was sterk, maar de tevredenheid van de coachee bleef laag. Dit suggereert een mismatch tussen verwachtingen en werkelijke begeleiding."
T00243,K00161,C0101,2023-08-16,10,True,,6.0,8.0,True,False,Goed traject met sterke doelrealisatie en acceptabele tevredenheid. De coachee heeft de gestelde doelen effectief bereikt.
T00244,K00571,C0053,2023-08-17,10,True,,6.0,3.0,True,False,De doelrealisatie viel tegen ondanks redelijke tevredenheid. Het traject zou baat hebben gehad bij meer specifieke en meetbare doelstellingen.
T00245,K00559,C0096,2023-08-19,6,True,,,,False,False,
T00246,K00205,C0051,2023-08-22,4,False,disappeared,,,False,False,
T00247,K00017,C0025,2023-08-25,7,True,,6.0,8.0,True,True,Positief traject met sterke doelrealisatie en voldoende tevredenheid. De coachee heeft goed voortgang geboekt op de gestelde doelen.
T00248,K00310,C0107,2023-08-26,5,True,,5.0,7.0,True,False,"Redelijk traject met matige tevredenheid maar acceptabele doelrealisatie. Het traject bood nuttige ondersteuning, hoewel meer afstemming gewenst was."
T00249,K00318,C0095,2023-09-01,14,True,,6.0,7.0,True,False,Bevredigend traject met goed evenwicht tussen tevredenheid en doelrealisatie. De coachee heeft stappen vooruit gezet op de belangrijkste doelen.
T00250,K00586,C0058,2023-09-01,8,True,,4.0,6.0,True,True,Matige resultaten met lage tevredenheid en beperkte doelrealisatie. Het traject zou baat hebben gehad bij betere voorbereiding en duidelijker doelstellingen.
T00251,K00083,C0070,2023-09-01,6,True,,4.0,7.0,True,False,Gemengde resultaten: ondanks lage tevredenheid werd redelijke doelrealisatie bereikt. De coachee zou meer betrokken moeten voelen bij het traject.
T00252,K00584,C0002,2023-09-01,7,True,,6.0,5.0,True,False,Het traject toont lichte discrepantie tussen tevredenheid en doelrealisatie. Meer focus op afstemming en communicatie zou waardevol zijn geweest.
T00253,K00214,C0054,2023-09-01,6,True,,4.0,7.0,True,True,Ondanks lage tevredenheid werd redelijke doelrealisatie bereikt. De coachee zou baat hebben gehad bij beter afgestemde aanpak en meer betrokkenheid.
T00254,K00556,C0071,2023-09-01,8,True,,4.0,7.0,True,True,Lage tevredenheid maar acceptabele doelrealisatie. Een betere match tussen verwachtingen en begeleiding zou de ervaring aanzienlijk hebben verbeterd.
T00255,K00109,C0084,2023-09-02,6,True,,4.0,6.0,True,True,Matige resultaten op beide gebieden met lage tevredenheid. Meer voorbereiding en afstemming op persoonlijke behoeften zou nodig zijn geweest.
T00256,K00285,C0006,2023-09-03,6,True,,6.0,9.0,True,False,Excellent traject met zeer sterke doelrealisatie en goede tevredenheid. De coachee heeft uitstekende voortgang geboekt op de gestelde doelen.
T00257,K00195,C0067,2023-09-03,5,True,,4.0,5.0,True,False,"Het traject is afgerond, maar de tevredenheid bleef achter bij de verwachtingen. De doelrealisatie was matig; meer afstemming op de wensen van de coachee zou beter hebben uitgepakt."
T00258,K00242,C0071,2023-09-04,11,True,,3.0,6.0,True,True,Ondanks redelijke doelrealisatie was de tevredenheid laag; mogelijk waren de verwachtingen niet goed afgestemd aan het begin van het traject.
T00259,K00423,C0094,2023-09-04,11,True,,5.0,8.0,True,False,"Solide voortgang met goede doelrealisatie, hoewel de tevredenheid iets aan de lage kant bleef. De concrete resultaten spreken voor zich."
T00260,K00009,C0116,2023-09-05,8,True,,6.0,8.0,True,False,Een geslaagd traject met goede doelrealisatie en voldoende tevredenheid; de coachee heeft duidelijke stappen vooruit gemaakt.
T00261,K00013,C0058,2023-09-05,11,True,,7.0,8.0,True,False,Prettig verloop met goede afstemming en sterke doelrealisatie; de coachee was tevreden over het proces en de resultaten.
T00262,K00653,C0099,2023-09-06,7,True,,,,False,True,
T00263,K00372,C0091,2023-09-06,8,True,,6.0,9.0,True,False,"Uitstekende doelrealisatie bereikt ondanks matige tevredenheid; mogelijk lag dit aan verwachtingsmanagement, maar de resultaten zijn indrukwekkend."
